Customer Country/Region,,Part,Description,Product Description,Product Family Code,Subclass Desc,Subfamily Desc,ATC
FR,,G1DT1F/A,RFB MBP14 SB/10C/10C GPU/16GB/1T/NT-FRA,Refurbished 14-inch MacBook Pro Apple M4 Chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J604,13
CH,,G1DT1SM/A,RFB MBP14 SB/10C/10C GPU/16GB/1T/NT-SWM,Refurbished 14-inch MacBook Pro Apple M4 Chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J604,2
FR,,G1DW2F/A,RFB MBP14 SL/10C/10C GPU/16G/512G/NT-FRA,Refurbished 14-inch MacBook Pro Apple M4 Chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J604,3
CH,,G1DW2SM/A,RFB MBP14 SL/10C/10C GPU/16G/512G/NT-SWM,Refurbished 14-inch MacBook Pro Apple M4 Chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J604,2
FR,,G1DX1F/A,RFB MBP14 SL/10C/10C GPU/16GB/1T/NT-FRA,Refurbished 14-inch MacBook Pro Apple M4 Chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J604,1
AT & DE,,G1FB0D/A,RFB MBP 14 SL/12C/16C GPU/24GB/1T-DEU,Refurbished 14-inch MacBook Pro Apple M4 Pro chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J614,2
CH,,G1FC8SM/A,RFB MBP 14 SL/14C/20C GPU/48GB/1T/NT-SWM,Refurbished 14-inch MacBook Pro Apple M4 Pro chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J614,1
AT & DE,,G1FD7D/A,RFB MBP 14 SL/16C/40C GPU/64GB/1T-DEU,Refurbished 14-inch MacBook Pro Apple M4 Max chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J614,1
AT & DE,,G1FDTD/A,RFB MBP 14 SL/16C/40C GPU/128G/1T/NT-DEU,Refurbished 14-inch MacBook Pro Apple M4 Max chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J614,1
AT & DE,,G1FE0D/A,RFB MBP 14 SB/12C/16C GPU/24GB/1T-DEU,Refurbished 14-inch MacBook Pro Apple M4 Pro chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J614,1
AT & DE,,G1FE1D/A,RFB MBP 14 SB/12C/16C GPU/24GB/2TB-DEU,Refurbished 14-inch MacBook Pro Apple M4 Pro chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J614,1
CH,,G1FE3SM/A,RFB MBP 14 SB/12C/16C GPU/48GB/512G-SWM,Refurbished 14-inch MacBook Pro Apple M4 Pro chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J614,2
BE,,G1FE4FN/A,RFB MBP 14 SB/12C/16C GPU/48GB/1T-BEL,Refurbished 14-inch MacBook Pro Apple M4 Pro chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J614,1
CH,,G1FEDSM/A,RFB MBP 14 SB/12C/16CGPU/24G/512G/NT-SWM,Refurbished 14-inch MacBook Pro Apple M4 Pro chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J614,2
AT & DE,,G1FF5D/A,RFB MBP 14 SB/14C/20C GPU/24GB/1T/NT-DEU,Refurbished 14-inch MacBook Pro Apple M4 Pro chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J614,1
FR,,G1FF9F/A,RFB MBP 14 SB/14C/20C GPU/48GB/2T/NT-FRA,Refurbished 14-inch MacBook Pro Apple M4 Pro chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J614,4
CH,,G1FF9SM/A,RFB MBP 14 SB/14C/20C GPU/48GB/2T/NT-SWM,Refurbished 14-inch MacBook Pro Apple M4 Pro chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J614,2
CH,,G1FG7SM/A,RFB MBP 14 SB/16C/40C GPU/64GB/1T-SWM,Refurbished 14-inch MacBook Pro Apple M4 Max chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J614,1
AT & DE,,G1FGKD/A,RFB MBP 14 SB/16C/40C GPU/48GB/1T/NT-DEU,Refurbished 14-inch MacBook Pro Apple M4 Max chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J614,1
FR,,G1FSKF/A,RFB MBP 16 SL/16C/40C GPU/128G/1T/NT-FRA,Refurbished 16-inch MacBook Pro Apple M4 Max chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J616,9
FR,,G1FT3F/A,RFB MBP 16 SB/14C/20CGPU/24G/512G/NT-FRA,Refurbished 16-inch MacBook Pro Apple M4 Pro chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J616,1
AT & DE,,G1FWFD/A,RFB MBP 16 SB/16C/40C GPU/64GB/1T/NT-DEU,Refurbished 16-inch MacBook Pro Apple M4 Max chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J616,2
NL,,G1FWGN/A,RFB MBP 16 SB/16C/40C GPU/64GB/2T/NT-NLD,Refurbished 16-inch MacBook Pro Apple M4 Max chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J616,1
CH,,G1FWHSM/A,RFB MBP 16 SB/16C/40C GPU/64GB/4T/NT-SWM,Refurbished 16-inch MacBook Pro Apple M4 Max chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J616,1
FR,,G1FWKF/A,RFB MBP 16 SB/16C/40C GPU/128G/1T/NT-FRA,Refurbished 16-inch MacBook Pro Apple M4 Max chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J616,1
BE,,G1FWNFN/A,RFB MBP 16 SB/16C/40C GPU/128G/8T/NT-BEL,Refurbished 16-inch MacBook Pro Apple M4 Max chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J616,1
AT & DE,,G1GS0D/A,RFB MBA 13 SLV/10C GPU/24GB/1TB-DEU,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,2
CH,,G1GU0SM/A,RFB MBA 13 MDN/10C GPU/24GB/1TB-SWM,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,1
FR,,G1GU2F/A,RFB MBA 13 MDN/10C GPU/32GB/512GB-FRA,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,1
AT & DE,,G1GU3D/A,RFB MBA 13 MDN/10C GPU/32GB/1TB-DEU,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,1
AT & DE,,G1H80D/A,RFB MBA 13 SKY/10C GPU/16GB/1TB-DEU,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,8
BE,,G1H90FN/A,RFB MBA 13 SKY/10C GPU/24GB/1TB-BEL,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,2
AT & DE,,G1H92D/A,RFB MBA 13 SKY/10C GPU/32GB/512GB-DEU,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,1
FR,,G1H93F/A,RFB MBA 13 SKY/10C GPU/32GB/1TB-FRA,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,1
ES,,G1HE0Y/A,RFB MBA 15 SKY/10C GPU/16GB/1TB-ESP,Refurbished 15-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J715,1
CH,,G1JS1SM/A,RFB MBP14 SL/10C/10C GPU/32GB/1T-SWM,Refurbished 14-inch MacBook Pro Apple M4 Chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J604,1
ES,,G1K10Y/A,"RFB24"" SLV/10CCPU/10CGPU/24GB/1TB-ESP",Refurbished 24-inch iMac Apple M4 Chip,mac,RFB IMAC,RFB IMAC J624 24 ULT,2
AT & DE,,G1K13D/A,"RFB24"" SLV/10CCPU/10CGPU/24GB/2TB-DEU",Refurbished 24-inch iMac Apple M4 Chip,mac,RFB IMAC,RFB IMAC J624 24 ULT,1
AT & DE,,G1K16D/A,"RFB24"" SLV/10CCPU/10CGPU/32GB/2TB-DEU",Refurbished 24-inch iMac Apple M4 Chip,mac,RFB IMAC,RFB IMAC J624 24 ULT,1
AT & DE,,G1K37D/A,"RFB24"" GRN/10CCPU/10CGPU/24GB/512/NT-DEU",Refurbished 24-inch iMac Apple M4 Chip,mac,RFB IMAC,RFB IMAC J624 24 ULT,1
BE,,G1K52FN/A,"RFB24"" BLU/10CCPU/10CGPU/32GB/2TB/NT-BEL",Refurbished 24-inch iMac Apple M4 Chip,mac,RFB IMAC,RFB IMAC J624 24 ULT,1
FR,,G1K74F/A,"RFB24"" PUR/10CCPU/10CGPU/32GB/512GB-FRA",Refurbished 24-inch iMac Apple M4 Chip,mac,RFB IMAC,RFB IMAC J624 24 ULT,1
BE & NL,,G1KZ9FN/A,RFBMACMINI/14C CPU/20C/64G/8T/10G-BEL,Refurbished Mac mini Apple M4 Pro Chip,mac,RFB MAC MINI,RFB MAC MINI J773 UL,1
