Customer Country/Region,,Part,Description,Product Description,Product Family Code,Subclass Desc,Subfamily Desc,ATC
GB,,G19G3B/A,"RFB 24"" YLW/8CCPU/10CGPU/16GB/1TB-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BES,6
GB,,G19K0B/A,"RFB 24"" BLU/8CCPU/10CGPU/16GB/256GB-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BET,5
GB,,G19P0B/A,"RFB 24"" PUR/8CCPU/10CGPU/16GB/256GB-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BET,2
GB,,G19S2B/A,"RFB 24"" ORG/8CCPU/10CGPU/16GB/512GB-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BES,3
GB,,G19S7B/A,"RFB 24"" ORG/8CCPU/10CGPU/24GB/2TB-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BES,3
GB & IE,,G1AG3B/A,RFB MBP 16 SB/14C/30C GPU/36GB/512GB-GBR,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,1
ES,,FC6C4Y/A,RFB MBA 13 MDN/10C GPU/24GB/512GB-ESP,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,3
ES,,FC6T4Y/A,RFB MBA 13 SKY/8C GPU/16GB/256GB-ESP,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,33
PL,,FC6T4ZE/A,RFB MBA 13 SKY/8C GPU/16GB/256GB-ZEE,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,5
ES,,FC6V4Y/A,RFB MBA 13 SKY/10C GPU/24GB/512GB-ESP,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,2
AT & DE,,FJMW3D/A,RFB MAC STUDIO/20C C/48C G/64G/1TB-DEU,Refurbished Mac Studio,mac,RFB MAC STUDIO,RFB MAC STUDIO J375,2
CH,,FLY23SM/A,RFB MBA 13.6 STL/10C GPU/8GB/512GB-SWM,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J413,4
FR,,FNW83F/A,RFB MBP 16 SG/12C/19C GPU/16G/512G-FRA,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J416,13
AT & DE,,FPHJ3D/A,RFB MBP 14 SL/12C/19C GPU/16G/1T-DEU,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J414,4
FR,,FQH63F/A,RFB MAC STUDIO/24C C/60C G/64G/1TB-FRA,Refurbished Mac Studio,mac,RFB MAC STUDIO,RFB MAC STUDIO J475,6
BE & NL,,FQH63FN/A,RFB MAC STUDIO/24C C/60C G/64G/1TB-BEL,Refurbished Mac Studio,mac,RFB MAC STUDIO,RFB MAC STUDIO J475,2
CH,,FQH63SM/A,RFB MAC STUDIO/24C C/60C G/64G/1TB-SWM,Refurbished Mac Studio,mac,RFB MAC STUDIO,RFB MAC STUDIO J475,2
IT,,FRW13T/A,RFB MBP 16 SB/12C/18C GPU/18G/512G-ITA,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,30
ES,,FRX73Y/A,RFB MBP 14 SL/12C/18C GPU/18G/1T-ESP,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,4
CH,,FRYV3SM/A,RFB MBA 15.3 MDN/10C GPU/8GB/512GB-SWM,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,2
CH,,FW0X3SM/A,RFB MBA 13 SLV/10C GPU/16GB/512GB-SWM,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,1
IT,,FW1G3T/A,RFB MBA 15 SLV/10C GPU/16GB/256GB-ITA,Refurbished 15-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J715,2
ES,,FWUF3Y/A,"RFB24"" BLU/8CCPU/8CGPU/16GB/256GB-ESP",Refurbished 24-inch iMac Apple M4 Chip,mac,RFB IMAC,RFB IMAC J623 24 ENT,4
IT,,FWUV3T/A,"RFB24"" SLV/10CCPU/10CGPU/16GB/512GB-ITA",Refurbished 24-inch iMac Apple M4 Chip,mac,RFB IMAC,RFB IMAC J624 24 BES,4
CH,,G1613SM/A,RFB MBA 13.6 MDN/10C GPU/16GB/1TB-SWM,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J413,1
AT & DE,,G1769D/A,RFB MBP 16 SG/12C/38C GPU/96G/4T-DEU,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J416,2
FR,,G176AF/A,RFB MBP 16 SG/12C/38C GPU/96G/8T-FRA,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J416,2
AT & DE,,G17JCD/A,RFB MBP 14 SG/12C/38C GPU/64G/2T-DEU,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J414,3
BE,,G18N3FN/A,RFB MBA 15.3 SPG/10C GPU/16GB/1TB-BEL,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J415,4
BE,,G18S3FN/A,RFB MBA 15.3 STL/10C GPU/16GB/1TB-BEL,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J415,2
CH,,G18S3SM/A,RFB MBA 15.3 STL/10C GPU/16GB/1TB-SWM,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J415,4
PL,,G1AF0ZE/A,RFB MBP 16 SB/12C/18C GPU/18GB/1TB-ZEE,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,4
FR,,G1AH3F/A,RFB MBP 16 SB/14C/30C GPU/96GB/1TB-FRA,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,1
AT & DE,,G1AK1D/A,RFB MBP 16 SL/12C/18C GPU/36GB/2TB-DEU,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,2
BE,,G1BQ2FN/A,RFB MBA 15.3 SPG/10C GPU/16GB/512GB-BEL,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,5
ES,,G1BQ5Y/A,RFB MBA 15.3 SPG/10C GPU/24 GB/512GB-ESP,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,4
CH,,G1BV0SM/A,RFB MBA 15.3 MDN/10C GPU/16GB/256GB-SWM,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,14
AT & DE,,G1BW2D/A,RFB MBA 15.3 MDN/10C GPU/16GB/512GB-DEU,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,35
ES,,G1C90Y/A,RFB MBP 14 SG/8C/10C GPU/8GB/2TB-ESP,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J504,4
AT & DE,,G1CM3D/A,RFB MBP 16 SB/16C/40C GPU/64GB/1TB-DEU,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,2
ES,,G1CM3Y/A,RFB MBP 16 SB/16C/40C GPU/64GB/1TB-ESP,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,2
AT & DE,,G1CM9D/A,RFB MBP 16 SB/16C/40C GPU/128GB/4TB-DEU,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,2
AT & DE,,G1CNAD/A,RFB MBP 16 SL/16C/40C GPU/128GB/8TB-DEU,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,2
ES,,G1CY0Y/A,RFB MBA 13 MDN/10C GPU/16GB/1TB-ESP,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,2
AT & DE,,G1DW2D/A,RFB MBP14 SL/10C/10C GPU/16G/512G/NT-DEU,Refurbished 14-inch MacBook Pro Apple M4 Chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J604,1
CH,,G1H80SM/A,RFB MBA 13 SKY/10C GPU/16GB/1TB-SWM,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,2
GB,,FQRM3B/A,"RFBIMAC 24"" YLW/8CCPU/10CGPU/8/512-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BES,2
BE,,FQKW3FN/A,RFB MBA 15.3 MDN/10C GPU/8GB/256GB-BEL,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J415,11
PL,,FW0Y3ZE/A,RFB MBA 13 STL/8C GPU/16GB/256GB-ZEE,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,1
BE,,FX2H3FN/A,RFB MBP 14 SB/12C/16C GPU/24GB/512G-BEL,Refurbished 14-inch MacBook Pro Apple M4 Pro chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J614,4
AT & DE,,G1AG0D/A,RFB MBP 16 SB/12C/18C GPU/36GB/1TB-DEU,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,19
BE,,G1BW3FN/A,RFB MBA 15.3 MDN/10C GPU/16GB/1TB-BEL,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,1
AT & DE,,G1CN5D/A,RFB MBP 16 SL/16C/40C GPU/64GB/4TB-DEU,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,1
GB & IE,,FQH73B/A,RFB MAC STUDIO/12C C/30C G/32G/512GB-GBR,Refurbished Mac Studio,mac,RFB MAC STUDIO,RFB MAC STUDIO J475,13
GB,,FQRL3B/A,"RFBIMAC 24"" YLW/8CCPU/10CGPU/8/256-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BET,19
GB,,G19G4B/A,"RFB 24"" YLW/8CCPU/10CGPU/16GB/2TB-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BES,1
ES,,FRYP3Y/A,RFB MBA 15.3 SLV/10C GPU/8GB/256GB-ESP,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,13
AT & DE,,G1BQ5D/A,RFB MBA 15.3 SPG/10C GPU/24 GB/512GB-DEU,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,13
BE,,G1BW2FN/A,RFB MBA 15.3 MDN/10C GPU/16GB/512GB-BEL,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,13
BE,,G1C91FN/A,RFB MBP 14 SG/8C/10C GPU/16GB/1TB-BEL,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J504,1
BE,,G1FF5FN/A,RFB MBP 14 SB/14C/20C GPU/24GB/1T/NT-BEL,Refurbished 14-inch MacBook Pro Apple M4 Pro chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J614,1
AT & DE,,G1GT4D/A,RFB MBA 13 STL/10C GPU/32GB/2TB-DEU,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,1
AT & DE,,G1GU2D/A,RFB MBA 13 MDN/10C GPU/32GB/512GB-DEU,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,1
FR,,G1GU3F/A,RFB MBA 13 MDN/10C GPU/32GB/1TB-FRA,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,1
BE,,G1JR3FN/A,RFB MBP14 SB/10C/10C GPU/24GB/1T/NT-BEL,Refurbished 14-inch MacBook Pro Apple M4 Chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J604,1
GB & IE,,FC654B/A,RFB MBA 13 SLV/10C GPU/24GB/512GB-GBR,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,16
GB & IE,,FC6A4B/A,RFB MBA 13 STL/10C GPU/24GB/512GB-GBR,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,3
GB & IE,,FC6C4B/A,RFB MBA 13 MDN/10C GPU/24GB/512GB-GBR,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,14
GB & IE,,FC6J4B/A,RFB MBA 15 SLV/10C GPU/24GB/512GB-GBR,Refurbished 15-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J715,8
GB & IE,,FC6K4B/A,RFB MBA 15 STL/10C GPU/24GB/512GB-GBR,Refurbished 15-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J715,5
GB & IE,,FC6L4B/A,RFB MBA 15 MDN/10C GPU/24GB/512GB-GBR,Refurbished 15-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J715,20
GB & IE,,FC6T4B/A,RFB MBA 13 SKY/8C GPU/16GB/256GB-GBR,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,17
GB & IE,,FC6U4B/A,RFB MBA 13 SKY/10C GPU/16GB/512GB-GBR,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,58
GB & IE,,FC6V4B/A,RFB MBA 13 SKY/10C GPU/24GB/512GB-GBR,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,12
GB & IE,,FC7A4B/A,RFB MBA 15 SKY/10C GPU/16GB/256GB-GBR,Refurbished 15-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J715,37
GB & IE,,FC7C4B/A,RFB MBA 15 SKY/10C GPU/16GB/512GB-GBR,Refurbished 15-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J715,20
GB & IE,,FC7D4B/A,RFB MBA 15 SKY/10C GPU/24GB/512GB-GBR,Refurbished 15-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J715,15
GB & IE,,FCMF4NF/A,RFB IPAD WI-FI 256GB BLUE-BNL,Refurbished iPad (10th Generation) Wi-Fi,ipad,RFB IPAD,RFB IPAD J271 SUPREM,206
GB & IE,,FCMP4NF/A,RFB IPAD WF CL 256GB BLUE-BNL,Refurbished iPad (10th Generation) Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J272 SUPREM,45
GB & IE,,FCMQ4NF/A,RFB IPAD WF CL 256GB YELLOW-BNL,Refurbished iPad (10th Generation) Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J272 SUPREM,1
GB & IE,,FCR24B/A,"RFB24"" SLV/10CCPU/10CGPU/24GB/512GB-GBR",Refurbished 24-inch iMac Apple M4 Chip,mac,RFB IMAC,RFB IMAC J624 24 ULT,2
GB & IE,,FCX14B/A,RFB MBP14 SL/10C/10C GPU/24GB/1T-GBR,Refurbished 14-inch MacBook Pro Apple M4 Chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J604,9
GB & IE,,FCX44B/A,RFBMACMINI/12C CPU/16C GPU/24G/512GB-GBR,Refurbished Mac mini Apple M4 Pro Chip,mac,RFB MAC MINI,RFB MAC MINI J773 UL,6
GB & IE,,FD2U4B/A,"RFB24"" PNK/10CCPU/10CGPU/24GB/512GB-GBR",Refurbished 24-inch iMac Apple M4 Chip,mac,RFB IMAC,RFB IMAC J624 24 ULT,2
GB & IE,,FDEW4B/A,"RFB HOMEPOD, MIDNIGHT-GBR",Refurbished HomePod,macaccessories,RFB HOME,RFB HOMEPOD B620 BES,107
GB & IE,,FDEY4B/A,"RFB HOMEPOD, WHITE-GBR",Refurbished HomePod,macaccessories,RFB HOME,RFB HOMEPOD B620 BES,44
GB,,FGPR3B/A,"RFB IMAC 24"" ORG/8CCPU/8CGPU/8GB/256-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J456 24 BET,3
GB,,FHQY3B/A,RFB IPAD PRO 11 WIFI 1TB SPACE GRAY-GBR,Refurbished iPad Pro with Wi-Fi,ipad,RFB IPAD,RFB IPAD J517 PRIME,15
GB,,FHR03B/A,RFB IPAD PRO 11 WIFI 1TB SILVER-GBR,Refurbished iPad Pro with Wi-Fi,ipad,RFB IPAD,RFB IPAD J517 PRIME,1
GB,,FHR33B/A,RFB IPAD PRO 11 WIFI 2TB SILVER-GBR,Refurbished iPad Pro with Wi-Fi,ipad,RFB IPAD,RFB IPAD J517 PLATIN,1
GB,,FHR43B/A,RFB IPAD PRO 12.9 WF CL 128 GRY-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J524 ULTIMA,43
GB,,FHR53B/A,RFB IPAD PRO 12.9 WF CL 128 SLV-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J524 ULTIMA,17
GB,,FHR63B/A,RFB IPAD PRO 12.9 WF CL 256 GRY-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J524 SUPREM,30
GB,,FHR73B/A,RFB IPAD PRO 12.9 WF CL 256 SLV-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J524 SUPREM,17
GB,,FHR83B/A,RFB IPAD PRO 12.9 WF CL 512 GRY-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J524 EXTREM,9
GB,,FHR93B/A,RFB IPAD PRO 12.9 WF CL 512 SLV-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J524 EXTREM,5
GB,,FHRA3B/A,RFB IPAD PRO 12.9 WF CL 1T GRY-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J524 PRIME,27
GB,,FHRC3B/A,RFB IPAD PRO 12.9 WF CL 1T SLV-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J524 PRIME,20
GB,,FHRD3B/A,RFB IPAD PRO 12.9 WF CL 2T GRY-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J524 PLATIN,11
GB,,FHW73B/A,RFB IPAD PRO 11 WF CL 256 GRY-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J519 SUPREM,51
GB,,FHW83B/A,RFB IPAD PRO 11 WF CL 256 SLV-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J519 SUPREM,22
GB,,FHW93B/A,RFB IPAD PRO 11 WF CL 512 GRY-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J519 EXTREM,15
GB,,FHWA3B/A,RFB IPAD PRO 11 WF CL 512 SLV-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J519 EXTREM,9
GB,,FHWC3B/A,RFB IPAD PRO 11 WF CL 1T GRY-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J519 PRIME,11
GB,,FHWD3B/A,RFB IPAD PRO 11 WF CL 1T SLV-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J519 PRIME,1
GB,,FHWE3B/A,RFB IPAD PRO 11 WF CL 2T GRY-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J519 PLATIN,11
GB,,FHWF3B/A,RFB IPAD PRO 11 WF CL 2T SLV-GBR,Refurbished iPad Pro with Wi-Fi+Cellular,ipad,RFB IPAD,RFB IPAD J519 PLATIN,17
GB & IE,,FJMV3B/A,RFB MAC STUDIO/10C C/24C G/32G/512GB-GBR,Refurbished Mac Studio,mac,RFB MAC STUDIO,RFB MAC STUDIO J375,3
GB & IE,,FJMW3B/A,RFB MAC STUDIO/20C C/48C G/64G/1TB-GBR,Refurbished Mac Studio,mac,RFB MAC STUDIO,RFB MAC STUDIO J375,1
GB,,FK4E3B/A,RFB IPAD WI-FI CL RFB 256GB SPG-GBR,Refurbished iPad (9th Generation) with Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J182 SUPREM,119
GB,,FK4H3B/A,RFB IPAD WI-FI CL RFB 256GB SLV-GBR,Refurbished iPad (9th Generation) with Wi-Fi + Cellular,ipad,RFB IPAD,RFB IPAD J182 SUPREM,12
GB,,FK7M3B/A,RFB IPAD MINI WI-FI 64GB SPACE GRAY-GBR,Refurbished iPad mini 6 with Wi-Fi,ipad,RFB IPAD,RFB IPAD J310 BEST,350
GB,,FK7P3B/A,RFB IPAD MINI WI-FI 64GB STARLIT-GBR,Refurbished iPad mini 6 with Wi-Fi,ipad,RFB IPAD,RFB IPAD J310 BEST,88
GB,,FK7R3B/A,RFB IPAD MINI WI-FI 64GB PURPLE-GBR,Refurbished iPad mini 6 with Wi-Fi,ipad,RFB IPAD,RFB IPAD J310 BEST,37
GB,,FK7T3B/A,RFB IPAD MINI WI-FI 256GB SPACE GRAY-GBR,Refurbished iPad mini 6 with Wi-Fi,ipad,RFB IPAD,RFB IPAD J310 SUPREM,24
GB,,FK7V3B/A,RFB IPAD MINI WI-FI 256GB STARLIGHT-GBR,Refurbished iPad mini 6 with Wi-Fi,ipad,RFB IPAD,RFB IPAD J310 SUPREM,13
GB,,FK7X3B/A,RFB IPAD MINI WI-FI 256GB PURPLE-GBR,Refurbished iPad mini 6 with Wi-Fi,ipad,RFB IPAD,RFB IPAD J310 SUPREM,46
,,FLK03B/A,RFB IPHONE 13 MINI MDN 128GB-GBR,Refurbished iPhone 13 mini,iphone,RFB IPHONE,RFB IPHONE 13 MINI D,60
,,FLK53B/A,RFB IPHONE 13 MINI MDN 256GB-GBR,Refurbished iPhone 13 mini,iphone,RFB IPHONE,RFB IPHONE 13 MINI D,80
,,FLK63B/A,RFB IPHONE 13 MINI STL 256GB-GBR,,iphone,RFB IPHONE,RFB IPHONE 13 MINI D,117
,,FLK73B/A,RFB IPHONE 13 MINI PNK 256GB-GBR,,iphone,RFB IPHONE,RFB IPHONE 13 MINI D,150
,,FLK93B/A,RFB IPHONE 13 MINI BLU 256GB-GBR,,iphone,RFB IPHONE,RFB IPHONE 13 MINI D,208
,,FLKA3B/A,RFB IPHONE 13 MINI MDN 512GB-GBR,Refurbished iPhone 13 mini,iphone,RFB IPHONE,RFB IPHONE 13 MINI D,126
,,FLKC3B/A,RFB IPHONE 13 MINI STL 512GB-GBR,Refurbished iPhone 13 mini,iphone,RFB IPHONE,RFB IPHONE 13 MINI D,36
,,FLKD3B/A,RFB IPHONE 13 MINI PNK 512GB-GBR,Refurbished iPhone 13 mini,iphone,RFB IPHONE,RFB IPHONE 13 MINI D,95
,,FLKF3B/A,RFB IPHONE 13 MINI BLU 512GB-GBR,Refurbished iPhone 13 mini,iphone,RFB IPHONE,RFB IPHONE 13 MINI D,120
,,FLL63B/A,RFB IPHONE 13 PRO MAX GPH 128GB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,185
,,FLL73B/A,RFB IPHONE 13 PRO MAX SLV 128GB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,80
,,FLL83B/A,RFB IPHONE 13 PRO MAX GLD 128GB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,131
,,FLL93B/A,RFB IPHONE 13 PRO MAX SBL 128GB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,158
,,FLLA3B/A,RFB IPHONE 13 PRO MAX GPH 256GB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,37
,,FLLC3B/A,RFB IPHONE 13 PRO MAX SLV 256GB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,136
,,FLLD3B/A,RFB IPHONE 13 PRO MAX GLD 256GB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,135
,,FLLE3B/A,RFB IPHONE 13 PRO MAX SBL 256GB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,41
,,FLLF3B/A,RFB IPHONE 13 PRO MAX GPH 512GB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,32
,,FLLG3B/A,RFB IPHONE 13 PRO MAX SLV 512GB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,6
,,FLLH3B/A,RFB IPHONE 13 PRO MAX GLD 512GB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,24
,,FLLJ3B/A,RFB IPHONE 13 PRO MAX SBL 512GB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,32
,,FLLK3B/A,RFB IPHONE 13 PRO MAX GPH 1TB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,32
,,FLLL3B/A,RFB IPHONE 13 PRO MAX SLV 1TB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,11
,,FLLM3B/A,RFB IPHONE 13 PRO MAX GLD 1TB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,47
,,FLLN3B/A,RFB IPHONE 13 PRO MAX SBL 1TB-GBR,Refurbished iPhone 13 Pro Max,iphone,RFB IPHONE,RFB IPHONE 13 PRO MA,5
,,FLPF3B/A,RFB IPHONE 13 MDN 128GB-GBR,Refurbished iPhone 13,iphone,RFB IPHONE,RFB IPHONE 13 D17 12,780
,,FLPG3B/A,RFB IPHONE 13 STL 128GB-GBR,Refurbished iPhone 13,iphone,RFB IPHONE,RFB IPHONE 13 D17 12,120
,,FLPH3B/A,RFB IPHONE 13 PNK 128GB-GBR,Refurbished iPhone 13,iphone,RFB IPHONE,RFB IPHONE 13 D17 12,40
,,FLPK3B/A,RFB IPHONE 13 BLU 128GB-GBR,Refurbished iPhone 13,iphone,RFB IPHONE,RFB IPHONE 13 D17 12,267
,,FLQ63B/A,RFB IPHONE 13 MDN 256GB-GBR,Refurbished iPhone 13,iphone,RFB IPHONE,RFB IPHONE 13 D17 25,171
